Country,Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Depth of credit information index (0=low to 8=high),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)",Export value index (2000 = 100),Export volume index (2000 = 100),"Fertility rate, total (births per woman)",Fixed broadband Internet subscribers (per 100 people),GDP growth (annual %),GDP per capita (constant 2005 US$),"GDP per capita, PPP (constant 2011 international $)",Individuals using the Internet (% of population),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Mobile cellular subscriptions (per 100 people),"Own-account workers, female (% of female employment) (modeled ILO estimate)","Own-account workers, male (% of male employment) (modeled ILO estimate)","Own-account workers, total (% of male employment) (modeled ILO estimate)",Population ages 0-14 (% of total),"Population ages 0-14, total",Population ages 15-64 (% of total),"Population ages 15-64, total",Population ages 65 and above (% of total),"Population ages 65 and above, total",Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Private credit bureau coverage (% of adults),Public credit registry coverage (% of adults),Rural population,Rural population (% of total population),"Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)",Tax payments (number),Telephone lines (per 100 people),Time required to enforce a contract (days),Time required to start a business (days),Time to prepare and pay taxes (hours),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Urban population,Urban population (% of total),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Net trade in goods and services (BoP, current US$)"
"Hong Kong SAR, China",100.0,2.7682,36.9448015349406,0.58899998664856,0.116999998688698,0.34799998998642,7.0,1.39100003242493,4.5770001411438,3.01600003242493,0.216999992728233,0.148000001907349,0.284000009298325,13.1999998092651,4.98600006103516,21.0839996337891,86.5830001831055,94.8649978637695,78.6320037841797,254.9468875,194.1284229,1.205,35.9589820019409,2.16292329544639,36816.1498608515,54412.9249387607,87.477846264841,54.2130012512207,68.3430023193359,60.6290016174316,3949386.0,87.3,81.3,240.796207723485,3.36899995803833,7.81599998474121,5.63800001144409,11.211989631983,822579.0,73.0221230279769,5357341.0,15.76588734004,1156680.0,6987.2380952381,0.619366345332479,7336600.0,100.0,0.0,0.0,0.0,5.34800004959106,12.5109996795654,9.0019998550415,3.0,59.1323954246312,385.0,1.5,72.0,3.02099990844727,3.6710000038147,3.3529999256134,8.60000038146973,11.2150001525879,9.88199996948242,7336600.0,100.0,3.95799994468689,7.93299998342991,5.98600000143051,94.6520004272461,87.4889984130859,90.9980010986328,7327348873.28332
Timor-Leste,63.3941383361816,45.6234,89.6102789742547,37.4620018005371,9.74100017547607,18.4540004730225,4.0,0.675999999046326,2.76900005340576,2.11199998855591,24.7819995880127,27.6359996795654,23.4740009307861,14.1070003509521,6.0460000038147,17.8020000457764,61.1110000610352,66.3170013427734,58.7239990234375,4.924831081081081,4.924831081081081,5.503,0.0810296759364721,0.824533627362769,2967.73146597484,7297.00179604536,25.24624959,25.1180000305176,52.5909996032715,39.0229988098145,278494.0,70.763,67.113,117.613155814234,14.8369998931885,38.398998260498,30.9930000305176,43.7468815792274,555004.0,52.7397568006205,669094.0,3.51336162015211,44573.0,85.3174848688635,2.20709232495495,1268671.0,0.0,5.6,889973.0,70.15,52.976001739502,50.9090003967285,51.5589981079102,18.0,0.214397586135413,1285.0,9.0,276.0,4.44500017166138,2.86400008201599,3.3659999370575,17.6580009460449,8.20499992370605,11.543999671936,378698.0,29.85,52.2990016937256,48.1399984359741,49.4470005035401,47.023998260498,49.0909996032715,48.4410018920898,-1068796400.0
Nigeria,59.3,109.274,88.0919379476831,9.87199974060059,8.33199977874756,9.03600025177002,6.0,0.768999993801117,1.58700001239777,1.21300005912781,36.298999786377,26.0879993438721,44.8959999084473,11.83899974823,12.2790002822876,11.4689998626709,51.8619995117188,61.6349983215332,43.6339988708496,156.3766389,87.49496577,5.526,0.0580306515997343,-1.61686894991816,2455.91855879469,5434.73479515868,25.67,50.326000213623,59.9179992675781,55.1510009765625,57352456.0,54.222,52.66,82.9842823503503,77.1230010986328,66.2990036010742,71.2460021972656,44.0873771248764,81997954.0,53.1654897552358,98882303.0,2.74713311988775,5109383.0,204.211425497107,2.61903352559025,185989640.0,7.7,0.1,95444304.0,51.317,87.7639999389648,76.2170028686523,81.495002746582,59.0,0.0830761326276023,509.8,24.9,429.4,6.32100009918213,7.67399978637695,7.05999994277954,14.8940000534058,11.6269998550415,13.0640001296997,90545336.0,48.683,86.9950008392334,74.6310033798218,80.2820024490356,12.2360000610352,23.7830009460449,18.5049991607666,-8550719263.65173
Bolivia,93.0391311645508,69.0318,62.8959710638084,5.66699981689453,4.42000007629395,4.92700004577637,7.0,2.79800009727478,4.41599988937378,3.75799989700317,27.3519992828369,27.8549995422363,27.003999710083,22.6259994506836,10.9910001754761,30.6529998779297,50.0219993591309,61.1539993286133,42.3419990539551,569.3368849,278.6782929,2.878,2.6413677150432,4.26391940393987,2457.62596155017,6707.95618414272,39.6975146032685,55.0309982299805,79.8499984741211,67.3580017089844,4984659.0,71.689,66.672,92.8207708349521,23.1650009155273,28.5690002441406,26.371000289917,32.0322630241584,3487635.0,61.3888725098233,6683948.0,6.57886446601828,716299.0,10.050661866519,1.51004690627574,10887882.0,45.2,15.4,3403770.0,31.262,31.6310005187988,37.4039993286133,35.0559997558594,42.0,7.966159074832,591.0,45.0,1025.0,4.10699987411499,2.3289999961853,3.05999994277954,8.41100025177002,5.01100015640259,6.32299995422363,7484112.0,68.738,28.8320007324218,32.9890003204345,31.2980003356934,68.3690032958984,62.5960006713867,64.9440002441406,-2514014188.13787
"Iran, Islamic Rep.",100.0,25.7152,40.624633011902,19.7730007171631,2.33999991416931,5.37599992752075,7.0,1.27600002288818,4.09499979019165,3.60400009155273,17.9790000915527,21.9890003204346,17.132999420166,31.882999420166,25.1770000457764,33.298999786377,50.1380004882813,52.8339996337891,49.5690002441406,240.0918612,77.10857877,1.661,9.12436806022236,13.3962280659595,6733.91249997748,18497.6743334441,53.2267726333568,17.0790004730225,71.5,44.3349990844727,27165257.0,77.107,74.882,100.302477304081,23.7089996337891,38.7120018005371,36.0989990234375,23.6737965745489,19004715.0,71.1112966897744,57086320.0,5.21490673567668,4186393.0,49.2874505758982,1.14878859969196,80277428.0,50.5,51.0,20968464.0,26.12,44.757999420166,45.1469993591309,45.0800018310547,20.0,38.2381059841628,505.0,15.5,344.0,20.6879997253418,10.46399974823,12.4300003051758,43.9659996032715,25.048999786377,28.806999206543,59308964.0,73.88,43.4820003509522,41.0520017147064,41.4749989509583,55.242000579834,54.8530006408691,54.9199981689453,4.924831081081081
Netherlands,100.0,4.084,53.7508882493604,0.717999994754791,0.231000006198883,0.453999996185303,6.0,2.26900005340576,5.55100011825562,4.04699993133545,2.26200008392334,1.38399994373322,3.00500011444092,16.4829998016357,6.17799997329712,25.1989994049072,81.2539978027344,92.4390029907227,71.7949981689453,244.8592346,171.1419753,1.66,42.2844555324468,2.20994151591842,52267.7317557741,47269.6329521216,90.4109589041096,58.0200004577637,69.5429992675781,63.7140007019043,9050417.0,83.2,79.9,122.974004743535,10.2770004272461,14.121000289917,12.3599996566772,16.5913536735908,2825560.0,65.040274133722,11076563.0,18.3683721926871,3128191.0,505.500563965568,0.532178879608489,17030314.0,75.7,0.0,1594889.0,9.36499999999999,13.2629995346069,19.9039993286133,16.8610000610352,9.0,39.8767787521641,514.0,3.5,119.0,6.51800012588501,5.57600021362305,6.01000022888184,10.2620000839233,11.3990001678467,10.835000038147,15435425.0,90.635,10.9950004220009,14.3520002961159,12.8139996528625,86.7369995117188,80.0960006713867,83.1389999389648,86409292405.6203
Guinea,33.5,137.4098,83.681605928821,42.6189994812012,24.6110000610352,33.5419998168945,0.0,1.11300003528595,1.90199995040894,1.50999999046326,67.7470016479492,71.3850021362305,64.1669998168945,5.77199983596802,1.86899995803833,9.61200046539307,26.4810009002686,26.746000289917,26.2210006713867,362.4624625,237.5807307,4.855,0.00887388467370403,10.4541058171845,779.911076147514,1894.44129905562,9.8,62.9980010986328,65.4869995117188,64.2419967651367,4581649.0,60.526,59.489,87.1254131600032,53.2680015563965,59.8009986877441,56.5610008239746,42.466088046361,5264064.0,54.4420327197876,6748593.0,3.09187923385138,383267.0,50.4473547126811,2.48622533008731,12395924.0,0.0,0.0,8000329.0,64.54,96.9990005493164,86.3130035400391,91.6129989624023,33.0,0.0,311.0,8.0,400.0,3.46700000762939,5.51399993896484,4.51000022888184,4.60300016403198,6.71799993515015,5.53700017929077,4395595.0,35.46,95.8870010375977,84.4119987487793,90.1030006408691,3.00099992752075,13.6870002746582,8.38700008392334,-2670967516.5617
West Bank and Gaza,100.0,57.156,74.9449017071054,23.2119998931885,6.02199983596802,8.74400043487549,8.0,1.37699997425079,3.58800005912781,3.23799991607666,8.31799983978271,12.5869998931885,7.25,29.1979999542236,11.8739995956421,33.5320014953613,62.484001159668,75.5370025634766,59.2190017700195,199.0937813,132.9262109,4.008,6.69003831377637,4.70843525605618,2655.53946474033,4738.01542623788,61.17838482746,19.2490005493164,71.3870010375977,45.564998626709,1247906.0,75.442,71.603,77.5082164316108,17.613000869751,33.523998260498,31.0049991607666,39.828668223153,1812828.0,57.1608562831567,2601714.0,3.01047549369039,137024.0,756.074086378738,2.88469293512819,4551566.0,0.0,17.2,1109308.0,24.372,42.2019996643066,43.1349983215332,42.9869995117188,28.0,9.01746193931791,540.0,43.5,162.0,44.6769981384277,22.1840000152588,26.8899993896484,67.1039962768555,36.1419982910156,41.5719985961914,3442258.0,75.628,40.8250007629395,39.545998096466,39.7489995956421,57.7980003356934,56.8650016784668,57.0130004882813,-5664562237.11023
Latvia,100.0,13.8282,53.2953759594955,0.672999978065491,1.04100000858307,0.853999972343445,8.0,2.49200010299683,6.06099987030029,4.2480001449585,7.69199991226196,5.05999994277954,10.4099998474121,24.1140003204346,13.3369998931885,35.2430000305176,68.1940002441406,81.6039962768555,54.3470001220703,647.6498966,427.8106509,1.7,26.3459069387424,2.20881929833494,14733.8394398232,23743.2578198778,79.8420977843089,55.2799987792969,67.4069976806641,60.7309989929199,1008672.0,79.6,69.7,134.495440313012,6.7519998550415,8.9040002822876,7.80999994277954,15.2409757780902,298653.0,65.2335666039086,1278276.0,19.5254576180012,382609.0,31.5139433901576,-0.913885332226604,1959537.0,63.2,84.9,626640.0,31.979,9.91600036621094,16.0049991607666,12.9119997024536,7.0,18.4183950510776,469.0,5.5,168.5,8.39400005340576,10.8920001983643,9.64000034332275,12.1129999160767,21.2740001678467,17.2250003814697,1332897.0,68.021,7.42499983310699,9.94500029087067,8.66399991512299,90.0839996337891,83.995002746582,87.0879974365234,142293731.254776
Maldives,100.0,6.4954,37.9991612091493,8.32499980926514,3.02999997138977,4.44700002670288,5.0,1.69900000095367,6.5460000038147,5.24900007247925,7.64499998092651,2.5239999294281,9.51599979400635,24.8479995727539,23.9500007629395,25.1760005950928,67.5070037841797,73.536003112793,65.3050003051758,235.6900561,144.5921995,2.093,6.85180336453492,6.16315825655229,8416.94474783169,14231.5341514479,59.0925899654109,42.3769989013672,81.6849975585938,65.3130035400391,213912.0,78.484,76.405,189.857769382545,28.1180000305176,12.1009998321533,16.386999130249,23.4332189378992,100237.0,72.4642085675011,309970.0,4.10257249459972,17549.0,1425.85333333333,2.21078566616979,427756.0,0.0,22.6,261128.0,61.046,38.140998840332,21.6770000457764,26.0830001831055,30.0,4.941134665557,760.0,12.0,405.5,5.9520001411438,4.68599987030029,5.02799987792969,13.1960000991821,13.6709995269775,13.5229997634888,166628.0,38.954,36.4429998397827,15.1309998035431,20.8339991569519,61.859001159668,78.322998046875,73.9169998168945,-50674148.133532
Bhutan,100.0,22.0802,46.4630145386249,48.2220001220703,23.9459991455078,33.5279998779297,6.0,0.0509999990463257,0.108000002801418,0.0860000029206276,56.7569999694824,65.3850021362305,51.1300010681152,9.57900047302246,9.03499984741211,9.93400001525879,33.6640014648438,25.5809993743896,38.9360008239746,509.4262136,283.7153464,2.051,2.06689940019931,7.99070541132045,2801.27524003561,8253.29378307761,41.7726445321672,57.5709991455078,74.1699981689453,66.5299987792969,387787.0,70.459,69.933,87.5411932085263,36.0750007629395,39.0289993286133,37.8629989624023,26.9365038576523,214890.0,68.2766228149894,544687.0,4.78687332735831,38188.0,20.9293753443345,1.30954695486792,797765.0,26.0,0.0,483222.0,60.572,84.3489990234375,63.0830001831055,71.4769973754883,18.0,2.64250750534305,225.0,15.0,85.0,3.31699991226196,1.86199998855591,2.44199991226196,12.0459995269775,8.11999988555908,10.1260004043579,314543.0,39.428,84.2970008850098,62.9749984741211,71.390998840332,15.6510000228882,36.9169998168945,28.5230007171631,-594968891.454513
Bulgaria,100.0,40.2932,52.8289936362545,0.830999970436096,0.433999985456467,0.619000017642975,5.0,2.12400007247925,4.82600021362305,3.56599998474121,6.75299978256226,4.2480001449585,8.94200038909912,29.7900009155273,22.3680000305176,36.2729988098145,63.4570007324219,73.3840026855469,54.7849998474121,535.1616795,328.4463895,1.53,23.8041285598782,3.94109784363204,7967.70816911051,17794.5427573699,59.825547661014,47.7630004882813,59.5800018310547,53.4539985656738,3273146.0,78.2,71.2,125.834348314673,6.00099992752075,8.95199966430664,7.57600021362305,14.0930357650164,1004527.0,65.4326148209618,4663920.0,20.4743494140218,1459375.0,65.6579034635225,-0.701382097841331,7127822.0,0.0,66.9,1829783.0,25.671,8.95600032806396,14.2110004425049,11.7609996795654,14.0,20.7386418610182,564.0,23.0,453.0,6.96400022506714,8.0930004119873,7.57000017166138,16.8880004882813,17.4050006866455,17.2000007629395,5298039.0,74.329,6.83199989795685,9.38599964976311,8.19500023126603,91.0439987182617,85.7890014648438,88.2389984130859,2699850000.0
Iceland,100.0,7.316,52.0741150442478,0.00499999988824129,0.0590000003576279,0.034000001847744,7.0,2.14599990844727,5.70900011062622,4.03200006484985,3.89499998092651,2.18099999427795,5.41900014877319,17.4599990844727,6.94000005722046,26.8129997253418,78.6449966430664,90.8789978027344,67.7679977416992,234.3932582,179.2051304,1.8,38.5061689034331,7.48145023856483,48995.1685496011,45630.9381699818,98.2400162999185,73.1719970703125,82.3109970092773,77.7379989624023,208175.0,83.8,81.2,120.795310309979,5.32499980926514,10.1969995498657,7.90399980545044,20.1672912769119,67649.0,65.7573223770882,220576.0,14.075386346,47214.0,3.34602493765586,1.38808149583838,335439.0,100.0,0.0,21015.0,6.265,7.47599983215332,15.9650001525879,11.9700002670288,21.0,49.4974043083068,417.0,11.5,140.0,3.04900002479553,2.91899991035461,2.98000001907349,6.17199993133545,6.49499988555908,6.33599996566772,314424.0,93.735,5.32999980915338,10.2559995502233,7.93799980729818,92.5240020751953,84.0350036621094,88.0299987792969,1411455136.71967
Russian Federation,100.0,22.5264,45.1011915239913,0.409999996423721,0.41499999165535,0.412000000476837,7.0,0.850000023841858,1.71200001239777,1.29100000858307,6.71799993515015,5.02600002288818,8.32600021362305,26.9449996948242,16.1049995422363,37.2529983520508,66.3369979858398,78.8690032958984,54.4199981689453,268.1833329,170.0043244,1.75,19.1176988179024,-0.224910984282204,11279.6253410461,24416.6238784138,73.091434617897,56.9090003967285,72.1330032348633,63.8300018310547,76202012.0,76.93,66.51,159.154604996302,5.12799978256226,6.44199991226196,5.80200004577637,17.2919704177376,24959644.0,68.9174213370207,99477057.0,13.7906082452417,19905694.0,8.8137962870805,0.17024454590112,144342396.0,77.2,0.0,37292301.0,25.836,6.38800001144409,8.56799983978271,7.50500011444092,7.0,22.4198410618039,337.0,10.1,168.0,5.31400012969971,5.7480001449585,5.53700017929077,17.4209995269775,16.011999130249,16.6159992218018,107050095.0,74.164,5.53799977898598,6.85699990391731,6.21400004625321,93.6119995117188,91.431999206543,92.495002746582,66256050000.0
Ethiopia,42.9,64.8554,80.5242358915546,72.8310012817383,42.0779991149902,56.2649993896484,0.0,0.197999998927116,0.912000000476837,0.583000004291534,68.9850006103516,60.2540016174316,76.4629974365234,8.97799968719482,8.88000011444092,9.0620002746582,22.0370006561279,30.8659992218018,14.4750003814697,600.9959834,302.0200567,4.198,0.545881400029741,7.56176669023149,511.187426515801,1608.29347611692,15.3669238595896,76.9970016479492,87.7959976196289,82.3369979858398,49661396.0,67.366,63.617,50.0218762703461,17.9720001220703,43.8470001220703,31.9099998474121,41.1006664284189,42088396.0,55.39422421933,56725456.0,3.50510935225108,3589344.0,102.403196,2.50182137816318,102403196.0,0.0,0.2,82059777.0,80.134,91.0009994506836,86.8369979858398,88.7580032348633,30.0,1.12008222868357,530.0,35.0,306.0,7.3730001449585,3.04999995231628,5.09299993515015,9.72700023651123,5.02400016784668,7.2649998664856,20343419.0,19.866,90.8030014038086,85.9249992370605,88.1749992370605,8.99899959564209,13.1630001068115,11.2419996261597,-14091223544.3954
Mali,35.0694999694824,171.0826,101.460052835742,43.3699989318848,28.8859996795654,35.0699996948242,0.0,0.188999995589256,1.50800001621246,0.944999992847443,61.6399993896484,61.2620010375977,61.9210014343262,8.3439998626709,6.01300001144409,10.081000328064,30.0160007476807,32.7249984741211,27.9979991912842,465.7022125,167.1850469,6.057,0.119167514548756,5.79999999505212,745.870724513615,1971.08447950848,11.1121864890589,60.4309997558594,82.2949981689453,71.2060012817383,6683850.0,58.674,57.249,112.3527654071,50.7350006103516,54.6609992980957,52.9850006103516,47.8370434808606,8608198.0,49.6376321719391,8932211.0,2.52532434720025,454428.0,14.7475696407936,2.9719686325901,17994837.0,0.0,0.1,10656003.0,59.217,94.2949981689453,85.0559997558594,89.0,35.0,1.11594231167529,620.0,8.5,270.0,8.55799961090088,7.25099992752075,7.81300020217896,19.5230007171631,16.9659996032715,18.0779991149902,7338834.0,40.783,94.1049995422364,83.5469989776611,88.0550003051758,5.70499992370605,14.9440002441406,11.0,-2367638112.66079
Belize,92.2143173217773,64.7226,55.6604734029015,4.81300020217896,3.54200005531311,4.01800012588501,0.0,3.76399993896484,5.94899988174438,5.13000011444092,15.0469999313354,3.07599997520447,22.2290000915527,15.1510000228882,8.4399995803833,19.1770000457764,69.802001953125,88.484001159668,58.5940017700195,234.943805,132.7804377,2.51,5.99530186344882,-0.486536511492986,4367.49987563697,7919.14724135852,44.57574032,52.7680015563965,81.1380004882813,66.7949981689453,166784.0,73.396,67.736,61.8606146819492,25.3659992218018,20.382999420166,22.2509994506836,31.9544139047401,117258.0,64.2423846040648,235740.0,3.80320149119508,13956.0,16.0874177992109,2.11122043120101,366954.0,0.0,0.0,200008.0,54.505,33.943000793457,29.8740005493164,31.3990001678467,29.0,6.26781558451468,892.0,43.0,147.0,13.5819997787476,4.13800001144409,7.90999984741211,28.6630001068115,11.0340003967285,17.7430000305176,166946.0,45.495,30.1789994239808,23.9249994754791,26.2689995765686,66.056999206543,70.1259994506836,68.6009979248047,-163283832.513023
Tonga,97.02,15.05,72.8025035892307,19.4549999237061,16.943000793457,17.9060001373291,3.0,0.787999987602234,1.21300005912781,1.04999995231628,29.9820003509521,3.65400004386902,46.4799995422363,31.1660003662109,57.4959983825684,14.6660003662109,38.8520011901855,38.9119987487793,38.8139991760254,250.8108601,142.7059466,3.636,2.80054517279364,3.37947374984412,3792.29014891156,5327.26719960567,39.95,45.1459999084473,74.1829986572266,59.4550018310547,40582.0,76.088,70.021,74.6812046078303,39.5830001831055,34.3240013122559,36.3400001525879,36.2819962285992,38866.0,57.8695319355501,61991.0,5.84847183585071,6265.0,148.780555555556,0.710119806735524,107122.0,17.3,0.0,82246.0,76.778,59.8250007629395,52.4799995422363,55.2960014343262,30.0,10.2686656335767,350.0,16.0,200.0,1.55599999427795,0.809000015258789,1.09700000286102,4.0770001411438,1.80099999904633,2.55699992179871,24876.0,23.222,59.0380001068116,51.2670021057129,54.246000289917,40.1749992370605,47.5200004577637,44.7039985656738,-163189975.201124
"Venezuela, RB",99.6038360595703,85.8336,52.2710704887865,3.9300000667572,2.43799996376038,3.02600002288818,7.0,1.99600005149841,4.38299989700317,3.44099998474121,9.83399963378906,4.29099988937378,13.460000038147,23.242000579834,12.6370000839233,30.1800003051758,66.9240036010742,83.0719985961914,56.359001159668,71.18315488,49.97127021,2.317,8.27462363286777,4.924831081081081,4.924831081081081,4.924831081081081,60.0,50.117000579834,77.5759963989258,63.6430015563965,14486651.0,78.767,70.561,87.4326422186088,25.8120002746582,29.1089992523193,27.8090000152588,27.8945960107487,8805816.0,65.6723563307215,20731567.0,6.43304765852981,2030796.0,35.7895572813333,1.3170572501016,31568179.0,27.9,0.0,3736094.0,11.835,31.7369995117188,35.9300003051758,34.2760009765625,70.0,24.2662619215381,720.0,230.0,792.0,8.34899997711182,6.34499979019165,7.14599990844727,20.5820007324219,13.1110000610352,15.7639999389648,27832085.0,88.165,29.7420003414154,31.5469992160797,30.835000038147,68.2630004882813,64.0699996948242,65.7239990234375,2874000000.0
Papua New Guinea,22.9321537017822,53.4388,66.662392738665,40.7140007019043,12.0939998626709,26.2269992828369,5.0,0.884999990463257,2.26900005340576,1.58599996566772,20.6669998168945,15.4359998703003,25.7700004577637,7.43800020217896,2.46700000762939,12.2880001068115,71.8949966430664,82.0979995727539,61.9420013427734,339.1705356,119.2025975,3.658,0.210266158614153,1.89999999999999,2398.17116565087,3817.7808091091,9.60153846153846,69.0329971313477,70.9199981689453,69.984001159668,3605797.0,68.076,63.139,46.7780359928663,44.2809982299805,52.6450004577637,48.5149993896484,36.2730768655154,2932675.0,60.0015386535371,4851119.0,3.72538448094747,301197.0,17.8531797906638,2.06402702332897,8084991.0,6.1,0.0,7029900.0,86.95,85.8809967041016,67.0080032348633,76.3280029296875,32.0,1.90476402509292,591.0,41.0,209.0,1.66999995708466,3.57200002670288,2.64199995994568,4.03700017929077,5.94099998474121,5.0019998550415,1055091.0,13.05,84.9949989318848,64.7390003204346,74.7419986724853,14.1190004348755,32.992000579834,23.6720008850098,3552283353.68728
Indonesia,97.62,47.9942,48.9295745802177,26.0429992675781,6.07499980926514,13.7379999160767,6.0,1.7940000295639,4.61399984359741,3.53200006484985,31.8199996948242,30.05299949646,32.9199981689453,21.7240009307861,15.9940004348755,25.2910003662109,46.4560012817383,53.9529991149902,41.7890014648438,221.4578842,113.2170344,2.363,2.0019469854745,5.0332795915301,3974.73166690467,10766.3714478177,25.45,50.7620010375977,81.9540023803711,66.3720016479492,125383553.0,71.364,67.15,147.663950616543,30.2409992218018,36.0730018615723,33.8349990844727,27.6525748824306,72205147.0,67.1458306933772,175328142.0,5.20159442419219,13582167.0,144.137657391103,1.13749371067244,261115456.0,0.0,51.8,120141832.0,46.011,58.0789985656738,46.7620010375977,51.1049995422363,43.0,4.11806798598701,471.0,24.9,221.0,3.69400000572205,4.38299989700317,4.11999988555908,14.9139995574951,14.9230003356934,14.918999671936,140973624.0,53.989,56.2839984893799,42.1480016708374,47.5729990005494,41.9210014343262,53.2379989624023,48.8950004577637,8234324959.97201
Kyrgyz Republic,99.9961013793945,38.812,55.9367142406809,15.4820003509521,5.2039999961853,9.26000022888184,6.0,2.44000005722046,2.75300002098084,2.63000011444092,26.7929992675781,27.818000793457,26.1240005493164,22.0869998931885,11.3430004119873,29.0919990539551,51.1199989318848,60.8400001525879,44.7840003967285,294.1867293,135.5910421,3.1,4.04438814762379,4.3358559012983,1043.9511123578,3309.85992947551,34.5,48.3559989929199,75.4970016479492,61.6180000305176,2565487.0,75.1,67.0,127.835259264433,16.882999420166,34.1889991760254,27.3589992523193,31.5151751236707,1915965.0,64.1285859979643,3898697.0,4.35623887836495,264838.0,31.6970802919708,2.0372244221997,6079500.0,30.6,0.0,3894285.0,64.056,34.8050003051758,42.1459999084473,39.2490005493164,51.0,6.41648871490903,410.0,10.0,225.0,8.74899959564209,6.17799997329712,7.21000003814697,20.6900005340576,12.7889995574951,15.5930004119873,2185215.0,35.944,32.3649997711181,39.3929991722107,36.6189994812011,65.1949996948242,57.8540000915527,60.7509994506836,-2339826753.14385
Solomon Islands,47.9191436767578,47.8252,74.4510379711469,50.8429985046387,18.2970008850098,32.4090003967285,0.0,0.442999988794327,1.79499995708466,1.20899999141693,68.6989974975586,70.5029983520508,67.318000793457,9.36499977111816,6.53900003433228,11.5290002822876,21.9360008239746,22.9580001831055,21.1529998779297,601.4492754,381.0766089,3.85,0.273431439443862,3.45660623275934,1502.88704383656,2179.2321173534,11.000902271205,62.5139999389648,80.3730010986328,71.5059967041016,260604.0,72.322,69.289,69.4959619231289,13.1370000839233,42.7150001525879,29.8899993896484,39.1992913137555,234968.0,57.3226741227756,343603.0,3.47803456346896,20848.0,21.4154698106467,2.01152454941326,599419.0,1.1,0.0,462614.0,77.177,64.4229965209961,62.806999206543,63.507999420166,34.0,1.23536290975094,497.0,9.0,80.0,2.14199995994568,1.96899998188019,2.04399991035461,4.70800018310547,4.1399998664856,4.39099979400635,136805.0,22.823,63.979998588562,61.0120010375977,62.2989997863769,35.5769996643066,37.193000793457,36.492000579834,-71764593.3286207
Uganda,26.7,110.5312,100.630767843244,20.8819999694824,12.75,16.6200008392334,7.0,2.62700009346008,3.96499991416931,3.32800006866455,70.3980026245117,75.7590026855469,65.5309982299805,6.82399988174438,3.28600001335144,10.0369997024536,22.7779998779297,20.9549999237061,24.431999206543,631.3347765,350.4000998,5.591,0.260940733053549,4.65657559808615,662.434401678693,1687.08273624095,21.87617046,66.4540023803711,74.8789978027344,70.5920028686523,15233398.0,62.097,57.658,55.0484604390695,60.7229995727539,55.4819984436035,57.976001739502,47.9861328459952,19908470.0,49.8428038106955,20678765.0,2.17106334330932,900730.0,206.90188011171,3.29087238084198,41487965.0,6.6,0.0,32101728.0,77.376,84.2320022583008,72.1969985961914,77.9240036010742,31.0,0.88758993120053,490.0,26.0,195.0,2.65199995040894,1.41799998283386,2.00999999046326,3.54800009727478,2.15599989891052,2.81699991226196,9386237.0,22.624,81.6049995422363,68.2319984436035,74.5960025787354,15.7679996490479,27.80299949646,22.076000213623,-1670742137.57072
